altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1472.0,2020/2021,Automática,84990.0,Sedan,Flex,4482.0,11.2,Preto,Elétrica,2651.0,46.0,1751.0,Volkswagen,1.0,Volkswagen Virtus,5.0,,521.0,40.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/virtus/2021/1-0-200-tsi-comfortline-flex-aut/detalhes/8809369?page=detail&sort=0,187.0
1470.0,2022/2023,Manual,70290.0,Hatch,Flex,4015.0,13.4,Prata,Elétrica,2530.0,40.357,1720.0,Hyundai,1.0,Hyundai HB20,5.0,993.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2023/comfort-1-0-flex/detalhes/9771803?page=detail&sort=0,158.0
1534.0,2022/2022,Automática,78090.0,SUV,Flex,4170.0,11.2,Branco,Elétrica,2600.0,47.264,1714.0,Citroën,1.6,Citroën C4 Cactus,5.0,1204.0,320.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/citroen/c4-cactus/2022/1-6-cactus-shine-aut-flex/detalhes/9584005?page=detail&sort=0,185.0
1536.0,2022/2023,Manual,77890.0,Hatch,Flex,4070.0,,Branco,Eletro,2590.0,42.73,1733.0,Renault,1.0,Renault Stepway,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/stepway/2023/zen-1-0-12v-sce-flex/detalhes/9174430?page=detail&sort=0,13.0
1815.0,2023/2024,Automática,272190.0,Picapes,Diesel,5325.0,,Branco,Hidráulica,3085.0,0.0,1855.0,Toyota,2.8,Toyota Hilux Cabine Dupla,5.0,2080.0,1010.0,80.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/toyota/hilux-cabine-dupla/2024/sr-4x4-2-8-diesel/detalhes/10277668?page=detail&sort=0,
1655.0,2018/2018,Automática,86900.0,SUV,Flex,4410.0,8.8,Branco,Suspensão,2640.0,40.0,1820.0,Hyundai,2.0,Hyundai ix35,5.0,1492.0,728.0,58.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/ix35/2018/2-0-2wd-aut-flex/detalhes/10693616?page=detail&sort=0,
1470.0,2015/2015,Automática,51990.0,Hatch,Flex,3900.0,,Prata,Hidráulica,2500.0,1.0,1680.0,Hyundai,1.6,Hyundai HB20,5.0,1027.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2015/1-6-comfort-plus-aut-flex/detalhes/10658185?page=detail&sort=0,
1500.0,2016/2016,Manual,45990.0,Hatch,Flex,3605.0,13.2,Prata,Suspensão,2421.0,1.0,1645.0,Volkswagen,1.0,Volkswagen Up!,5.0,910.0,285.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/up/2016/1-0-12v-e-flex-take-up-2p/detalhes/10970844?page=detail&sort=0,163.0
1476.0,2022/2022,Manual,78900.0,Hatch,Flex,4163.0,,Cinza,Elétrica,2551.0,41.052,1731.0,Chevrolet,1.0,Chevrolet Onix,5.0,1075.0,291.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/onix/2022/1-0-flex/detalhes/11065880?page=detail&sort=0,
1528.0,2014/2014,Manual,33990.0,Hatch,Flex,4021.0,,Prata,Suspensão,2591.0,105.0,1746.0,Renault,1.6,Renault Sandero,5.0,1055.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/sandero/2014/expression-1-6-8v-flex/detalhes/11156171?page=detail&sort=0,177.0
1504.0,2017/2017,Manual,59900.0,Hatch,Flex,3645.0,13.8,Branco,Suspensão,2421.0,86.224,1914.0,Volkswagen,1.0,Volkswagen Up!,5.0,958.0,285.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/up/2017/1-0-12v-tsi-e-flex-speed/detalhes/11182051?page=detail&sort=0,182.0
1624.0,2023/2023,Automática,114900.0,SUV,Flex,4270.0,,Branco,Elétrica,2570.0,14.932,1791.0,Chevrolet,1.0,Chevrolet Tracker,5.0,1228.0,393.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/tracker/2023/1-0-turbo-aut/detalhes/11185287?page=detail&sort=0,177.0
1490.0,2010/2011,Manual,29900.0,Hatch,Flex,3595.0,,Amarelo,Suspensão,2385.0,86.439,1595.0,Kia,1.0,Kia Picanto,5.0,940.0,292.0,35.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/kia/picanto/2011/ex-1-0-flex/detalhes/11227473?page=detail&sort=0,
1476.0,2021/2021,Manual,61990.0,Hatch,Flex,4163.0,,Branco,Elétrica,2551.0,54.258,1731.0,Chevrolet,1.0,Chevrolet Onix,5.0,1075.0,291.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/onix/2021/1-0-flex/detalhes/11315856?page=detail&sort=0,
1470.0,2019/2019,Manual,62990.0,Hatch,Flex,3920.0,11.6,Branco,Elétrica,2500.0,1.0,1680.0,Hyundai,1.6,Hyundai HB20,5.0,1040.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2019/1-6-comfort-plus-flex/detalhes/10971964?page=detail&sort=0,185.0
1650.0,2021/2021,Automática,149990.0,SUV,Diesel,4416.0,,Branco,Elétrica,2636.0,54.0,1819.0,Jeep,2.0,Jeep Compass,5.0,1717.0,410.0,60.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/compass/2021/2-0-tdi-limited-4x4-aut/detalhes/11460682?page=detail&sort=0,
1525.0,2019/2019,Manual,49900.0,Hatch,Flex,3941.0,13.4,Branco,Suspensão,2490.0,73.0,1774.0,Ford,1.0,Ford Ka,5.0,1037.0,257.0,51.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/ford/ka/2019/1-0-se-flex/detalhes/11624339?page=detail&sort=0,
1690.0,2013/2014,Manual,52900.0,SUV,Flex,4315.0,,Prata,Suspensão,2673.0,95.0,1822.0,Renault,1.6,Renault Duster,5.0,1258.0,475.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/duster/2014/1-6-16v-dynamique-flex/detalhes/11282544?page=detail&sort=0,165.0
1705.0,2017/2017,Automática,73900.0,SUV,Flex,4232.0,9.6,Branco,Hidráulica,2570.0,49.0,1798.0,Jeep,1.7,Jeep Renegade,5.0,1440.0,260.0,60.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/renegade/2017/longitude-1-8-4x2-aut-flex/detalhes/11282577?page=detail&sort=0,179.0
1468.0,2017/2018,Manual,64900.0,Hatch,Flex,4057.0,,Branco,Suspensão,2568.0,63.0,1751.0,Volkswagen,1.0,Volkswagen Polo,5.0,1058.0,300.0,52.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/polo/2018/1-0-flex/detalhes/11581549?page=detail&sort=0,166.0
1536.0,2015/2015,Manual,37990.0,Hatch,Flex,4060.0,11.9,Preto,Suspensão,2590.0,68.0,1733.0,Renault,1.0,Renault Sandero,5.0,1013.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/sandero/2015/expression-1-0-16v-flex/detalhes/4015043?page=detail&sort=0,160.0
1467.0,2018/2018,Manual,43900.0,Hatch,Flex,3897.0,12.9,Branco,Suspensão,2466.0,80.0,1893.0,Volkswagen,1.0,Volkswagen Gol,5.0,901.0,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/gol/2018/1-0-mpi-trendline-12v-5p-flex/detalhes/5252313?page=detail&sort=0,168.0
1477.0,2019/2019,Manual,59900.0,Hatch,Flex,4275.0,12.9,Prata,Suspensão,2528.0,54.0,1705.0,Chevrolet,1.0,Chevrolet Prisma,5.0,1028.0,500.0,54.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/prisma/2019/1-0-joy-spe-4/detalhes/5252693?page=detail&sort=0,
1480.0,2012/2012,Automática,38900.0,Hatch,Gasolina,4245.0,,Prata,Suspensão,2650.0,88.0,1775.0,Hyundai,2.0,Hyundai i30,5.0,1288.0,340.0,53.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/i30/2012/gls-2-0-16v-aut/detalhes/5252819?page=detail&sort=0,
1835.0,2019/2019,Automática Sequencial,299900.0,SUV,Flex,4795.0,,Prata,Suspensão,2745.0,54.0,1855.0,Toyota,2.8,Toyota SW4,7.0,2130.0,590.0,80.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/toyota/sw4/2019/2-8-tdi-srx-7l-4x4-aut-diesel/detalhes/5252630?page=detail&sort=0,
1470.0,2017/2017,Manual,45990.0,Hatch,Flex,3920.0,12.5,Preto,Hidráulica,2500.0,61.0,1680.0,Hyundai,1.0,Hyundai HB20,5.0,990.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2017/1-0-comfort-style-flex/detalhes/7147036?page=detail&sort=0,158.0
1536.0,2022/2023,Manual,77890.0,Hatch,Flex,4070.0,,Branco,Eletro,2590.0,42.73,1733.0,Renault,1.0,Renault Stepway,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/stepway/2023/zen-1-0-12v-sce-flex/detalhes/9174429?page=detail&sort=0,13.0
1474.0,2021/2021,Manual,57900.0,Hatch,Flex,3930.0,,Preto,Elétrica,2528.0,32.0,1705.0,Chevrolet,1.0,Chevrolet Joy,5.0,1011.0,280.0,54.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/joy/2021/1-0-8v-black-edition-flex/detalhes/9136591?page=detail&sort=0,
1470.0,2022/2022,Automática,83790.0,Hatch,Flex,3940.0,12.2,Branco,Elétrica,2530.0,38.278,1720.0,Hyundai,1.0,Hyundai HB20,5.0,1091.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2022/platinum-plus-bluelink-1-0-turbo-flex-aut/detalhes/9215877?page=detail&sort=0,190.0
1626.0,2022/2023,Automática,127790.0,SUV,Flex,4270.0,,Branco,Elétrica,2570.0,37.548,1791.0,Chevrolet,1.2,Chevrolet Tracker,5.0,1271.0,393.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/tracker/2023/premier-1-2-turbo-aut/detalhes/9295586?page=detail&sort=0,185.0
1626.0,2022/2023,Automática,127790.0,SUV,Flex,4270.0,,Branco,Elétrica,2570.0,37.548,1791.0,Chevrolet,1.2,Chevrolet Tracker,5.0,1271.0,393.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/tracker/2023/premier-1-2-turbo-aut/detalhes/9295587?page=detail&sort=0,185.0
1702.0,2022/2023,Automática,124290.0,SUV,Flex,4268.0,,Prata,Elétrica,2570.0,42.176,1805.0,Jeep,1.3,Jeep Renegade,5.0,1468.0,320.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/renegade/2023/longitude-t270-1-3-turbo-4x2/detalhes/9342376?page=detail&sort=0,208.0
1499.0,2022/2023,Manual,64790.0,Hatch,Flex,4070.0,9.6,Prata,Eletro,2590.0,62.125,1733.0,Renault,1.0,Renault Sandero,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/sandero/2023/s-edition-1-0-12v-flex/detalhes/9349628?page=detail&sort=0,160.0
1499.0,2022/2023,Manual,64790.0,Hatch,Flex,4070.0,9.6,Prata,Eletro,2590.0,62.125,1733.0,Renault,1.0,Renault Sandero,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/sandero/2023/s-edition-1-0-12v-flex/detalhes/9349631?page=detail&sort=0,160.0
1568.0,2022/2022,Automática,103490.0,SUV,Flex,4199.0,,Cinza,Suspensão,2651.0,44.958,1760.0,Volkswagen,1.0,Volkswagen T-Cross,5.0,1250.0,420.0,,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/t-cross/2022/1-0-200-tsi-12v-aut-flex/detalhes/9355287?page=detail&sort=0,
1568.0,2022/2022,Automática,103490.0,SUV,Flex,4199.0,,Cinza,Suspensão,2651.0,44.958,1760.0,Volkswagen,1.0,Volkswagen T-Cross,5.0,1250.0,420.0,,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/t-cross/2022/1-0-200-tsi-12v-aut-flex/detalhes/9355288?page=detail&sort=0,
1525.0,2019/2019,Manual,45900.0,Hatch,Flex,3941.0,13.4,Branco,Suspensão,2490.0,62.0,1774.0,Ford,1.0,Ford Ka,5.0,1037.0,257.0,51.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/ford/ka/2019/1-0-se-flex/detalhes/9382242?page=detail&sort=0,
1628.0,2022/2022,Automática,142890.0,SUV,Flex,4404.0,10.3,Prata,Elétrica,2636.0,39.247,1819.0,Jeep,1.3,Jeep Compass,5.0,1585.0,475.0,60.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/compass/2022/longitude-1-3-t270-aut-flex/detalhes/9385114?page=detail&sort=0,204.0
1470.0,2022/2023,Automática,92390.0,Hatch,Flex,4015.0,11.7,Cinza,Elétrica,2530.0,48.974,1720.0,Hyundai,1.0,Hyundai HB20,5.0,1110.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2023/comfort-1-0-turbo-at-flex/detalhes/9385353?page=detail&sort=0,190.0
1702.0,2022/2022,Automática,108990.0,SUV,Flex,4268.0,,Prata,Elétrica,2570.0,47.565,1805.0,Jeep,1.3,Jeep Renegade,5.0,1476.0,320.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/renegade/2022/longitude-1-3-turbo-4x2/detalhes/9395209?page=detail&sort=0,209.0
1626.0,2022/2023,Automática,122990.0,SUV,Flex,4270.0,,Branco,Elétrica,2570.0,40.139,1791.0,Chevrolet,1.2,Chevrolet Tracker,5.0,1271.0,393.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/tracker/2023/premier-1-2-turbo-aut/detalhes/9402794?page=detail&sort=0,185.0
1626.0,2022/2023,Automática,127490.0,SUV,Flex,4270.0,,Preto,Elétrica,2570.0,39.387,1791.0,Chevrolet,1.2,Chevrolet Tracker,5.0,1271.0,393.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/tracker/2023/premier-1-2-turbo-aut/detalhes/9402852?page=detail&sort=0,185.0
1620.0,2022/2022,Automática Sequencial,135000.0,SUV,Flex,4300.0,11.6,Branco,Elétrica,2610.0,0.0,1790.0,Hyundai,1.0,Hyundai Creta,5.0,1270.0,422.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/creta/2022/limited-1-0-turbo-aut-flex/detalhes/5048956?page=detail&sort=0,12.0
1453.0,2022/2023,Automática,76990.0,Hatch,Flex,4055.0,10.9,Azul,Elétrica,2538.0,35.683,1738.0,Peugeot,1.6,Peugeot 208,5.0,1227.0,265.0,47.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/peugeot/208/2023/active-1-6-flex-aut/detalhes/9475201?page=detail&sort=0,
1472.0,2021/2022,Automática,77190.0,Hatch,Flex,3975.0,15.1,Branco,Elétrica,2541.0,39.314,1702.0,Peugeot,1.6,Peugeot 208,5.0,1073.0,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/peugeot/208/2022/allure-1-6-flex-aut/detalhes/9508322?page=detail&sort=0,171.0
1504.0,2015/2016,Manual,49990.0,Hatch,Flex,3645.0,13.8,Vermelho,Suspensão,2421.0,75.0,1914.0,Volkswagen,1.0,Volkswagen Up!,5.0,910.0,285.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/up/2016/1-0-12v-tsi-e-flex-move/detalhes/9522589?page=detail&sort=0,182.0
1535.0,2012/2013,Manual,42990.0,Monovolume,Flex,3900.0,,Branco,Suspensão,2500.0,75.571,1695.0,Honda,1.3,Honda Fit,5.0,1096.0,384.0,47.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/honda/fit/2013/dx-1-4-flex/detalhes/9522611?page=detail&sort=0,
1472.0,2021/2022,Automática,73990.0,Hatch,Flex,3975.0,15.1,Cinza,Elétrica,2541.0,50.091,1702.0,Peugeot,1.6,Peugeot 208,5.0,1073.0,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/peugeot/208/2022/allure-1-6-flex-aut/detalhes/9565409?page=detail&sort=0,171.0
1472.0,2022/2023,Automática,84490.0,Hatch,Flex,3975.0,15.1,Preto,Suspensão,2541.0,37.417,1702.0,Peugeot,1.6,Peugeot 208,5.0,1073.0,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/peugeot/208/2023/allure-1-6-flex-aut/detalhes/9568296?page=detail&sort=0,171.0
1467.0,2021/2022,Manual,62590.0,Hatch,Flex,3892.0,11.1,Prata,Hidráulica,2467.0,29.403,1893.0,Volkswagen,1.6,Volkswagen Gol,5.0,1031.0,285.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/gol/2022/1-6-flex/detalhes/9568744?page=detail&sort=0,182.0
1470.0,2021/2022,Automática,75590.0,Hatch,Flex,3940.0,12.5,Prata,Elétrica,2530.0,44.349,1720.0,Hyundai,1.6,Hyundai HB20X,5.0,1030.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20x/2022/vision-1-6-flex/detalhes/9597202?page=detail&sort=0,
1536.0,2022/2023,Manual,77890.0,Hatch,Flex,4070.0,,Branco,Eletro,2590.0,42.73,1733.0,Renault,1.0,Renault Stepway,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/stepway/2023/zen-1-0-12v-sce-flex/detalhes/9607800?page=detail&sort=0,13.0
1470.0,2022/2022,Automática,82190.0,Hatch,Flex,3940.0,12.2,Branco,Elétrica,2530.0,38.278,1720.0,Hyundai,1.0,Hyundai HB20,5.0,1091.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/hyundai/hb20/2022/platinum-plus-bluelink-1-0-turbo-flex-aut/detalhes/9653446?page=detail&sort=0,190.0
1702.0,2022/2023,Automática,122490.0,SUV,Flex,4268.0,,Branco,Elétrica,2570.0,36.624,1805.0,Jeep,1.3,Jeep Renegade,5.0,1468.0,320.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/renegade/2023/longitude-t270-1-3-turbo-4x2/detalhes/9662019?page=detail&sort=0,208.0
,2020/2021,Automática,105900.0,SUV,Flex,,,Vermelho,Elétrica,,49.613,,Chevrolet,,Chevrolet Tracker,,,,,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/tracker/2021/premier-1-2-turbo-aut-flex/detalhes/9685681?page=detail&sort=0,
1590.0,2022/2022,Automática,97890.0,SUV,Flex,4295.0,11.4,Cinza,Elétrica,2610.0,35.753,1760.0,Nissan,1.6,Nissan Kicks,5.0,1142.0,432.0,41.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/nissan/kicks/2022/1-6-active-s-aut-flex-pcd/detalhes/9686697?page=detail&sort=0,
1499.0,2022/2023,Manual,65090.0,Hatch,Flex,4070.0,9.6,Prata,Eletro,2590.0,60.144,1733.0,Renault,1.0,Renault Sandero,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/sandero/2023/s-edition-1-0-12v-flex/detalhes/9686745?page=detail&sort=0,160.0
1464.0,2021/2022,Manual,65390.0,Sedan,Flex,4213.0,,Prata,Hidráulica,2467.0,26.956,1656.0,Volkswagen,1.6,Volkswagen Voyage,5.0,1033.0,480.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/voyage/2022/1-6/detalhes/9686751?page=detail&sort=0,184.0
1568.0,2021/2021,Manual,104690.0,SUV,Flex,4199.0,,Preto,Elétrica,2651.0,63.52,1760.0,Volkswagen,200.0,Volkswagen T-Cross,5.0,1250.0,420.0,52.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/t-cross/2021/1-0-200-tsi-comfortline-aut-flex/detalhes/9686758?page=detail&sort=0,179.0
1702.0,2022/2023,Automática,122290.0,SUV,Flex,4268.0,,Branco,Elétrica,2570.0,38.509,1805.0,Jeep,1.3,Jeep Renegade,5.0,1468.0,320.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/renegade/2023/longitude-t270-1-3-turbo-4x2/detalhes/9686788?page=detail&sort=0,208.0
1684.0,2022/2023,Automática,104090.0,Monovolume,Flex,4360.0,,Branco,Elétrica,2620.0,42.19,1735.0,Chevrolet,1.8,Chevrolet Spin,7.0,1235.0,162.0,53.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/spin/2023/premier-1-8-aut/detalhes/9696277?page=detail&sort=0,168.0
1577.0,2022/2023,Automática,98990.0,SUV,Flex,4099.0,,Branco,Elétrica,2532.0,33.04,1774.0,Fiat,1.0,Fiat Pulse,5.0,1234.0,370.0,47.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/fiat/pulse/2023/drive-200-turbo-flex-aut/detalhes/9697788?page=detail&sort=0,189.0
1608.0,2021/2022,Manual,81390.0,Picapes,Flex,4474.0,11.9,Prata,Hidráulica,2737.0,22.255,1732.0,Fiat,1.4,Fiat Strada,2.0,1078.0,1354.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/fiat/strada/2022/endurance-1-4-cs/detalhes/9698810?page=detail&sort=0,157.0
1508.0,2022/2022,Manual,73390.0,Sedan,Flex,4364.0,,Branco,Elétrica,2521.0,34.178,1726.0,Fiat,1.3,Fiat Cronos,5.0,1139.0,525.0,48.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/fiat/cronos/2022/drive-1-3/detalhes/9697203?page=detail&sort=0,183.0
1464.0,2021/2022,Manual,65090.0,Sedan,Flex,4213.0,,Preto,Hidráulica,2467.0,28.004,1656.0,Volkswagen,1.6,Volkswagen Voyage,5.0,1033.0,480.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/volkswagen/voyage/2022/1-6/detalhes/9699758?page=detail&sort=0,184.0
1900.0,2022/2023,Manual,91090.0,Furgão & Van,Flex,4384.0,,Branco,Hidráulica,2717.0,58.419,1643.0,Fiat,1.4,Fiat Fiorino,2.0,1118.0,3100.0,58.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/fiat/fiorino/2023/1-4-endurance-flex/detalhes/9700845?page=detail&sort=0,157.0
1476.0,2021/2021,Manual,63390.0,Hatch,Flex,4163.0,,Branco,Elétrica,2551.0,49.0,1731.0,Chevrolet,1.0,Chevrolet Onix,5.0,1075.0,291.0,44.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/chevrolet/onix/2021/1-0-flex/detalhes/9703953?page=detail&sort=0,
1702.0,2022/2022,Automática,113290.0,SUV,Flex,4268.0,,Cinza,Elétrica,2570.0,36.74,1805.0,Jeep,1.3,Jeep Renegade,5.0,1476.0,320.0,55.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/jeep/renegade/2022/longitude-1-3-turbo-4x2/detalhes/9706875?page=detail&sort=0,209.0
1503.0,2022/2023,Manual,71690.0,Hatch,Flex,3998.0,14.1,Prata,Elétrica,2521.0,36.494,1724.0,Fiat,1.0,Fiat Argo,5.0,1077.0,300.0,48.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/fiat/argo/2023/drive-1-0-flex/detalhes/9716616?page=detail&sort=0,157.0
1536.0,2022/2023,Manual,77990.0,Hatch,Flex,4070.0,,Branco,Eletro,2590.0,40.24,1733.0,Renault,1.0,Renault Stepway,5.0,1035.0,320.0,50.0,https://www.mobiauto.com.br/comprar/carros/pe-recife/renault/stepway/2023/zen-1-0-12v-sce-flex/detalhes/9717192?page=detail&sort=0,13.0
